customer_id,gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,complaints_last_3m,outages_last_3m,avg_download_mbps,late_payments_last_6m,promo_active,discount_pct,churn
C0001786,Male,1,Yes,No,27,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,100.37,2703.15,0,0,31.4,3,Yes,16.8,0
C0001787,Female,0,Yes,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,31.43,816.16,0,0,0.0,0,No,0.0,0
C0001788,Male,1,No,Yes,68,Yes,No,DSL,No,No,Yes,No,No,No,Two year,Yes,Electronic check,55.65,3749.86,0,0,52.4,0,Yes,13.0,0
C0001789,Male,0,No,Yes,55,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,103.53,5670.38,1,3,132.1,0,No,0.0,0
C0001790,Female,0,Yes,No,72,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),75.72,5412.77,0,0,24.8,0,No,0.0,0
C0001791,Male,0,No,No,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),19.7,518.87,0,0,0.0,0,Yes,19.6,0
C0001792,Female,0,Yes,No,53,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),75.25,4017.13,1,1,73.4,0,No,0.0,0
C0001793,Female,0,No,Yes,56,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,56.85,3197.05,0,1,40.6,0,No,0.0,0
C0001794,Male,0,Yes,No,2,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,57.2,76.29,0,2,148.5,0,No,0.0,0
C0001795,Male,0,No,Yes,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),26.51,222.21,0,0,0.0,0,No,0.0,1
C0001796,Female,0,Yes,No,43,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),62.05,2652.06,1,0,40.6,1,Yes,1.5,0
C0001797,Male,0,No,Yes,24,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,80.68,1904.17,0,1,98.2,0,No,0.0,1
C0001798,Female,1,No,No,7,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,94.21,626.67,2,2,30.2,1,No,0.0,0
C0001799,Male,0,No,No,50,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),58.44,2955.45,0,0,33.3,0,No,0.0,0
C0001800,Male,0,Yes,No,57,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,30.88,1771.26,0,0,0.0,0,Yes,17.1,0
C0001801,Male,0,No,No,8,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),80.21,672.47,0,0,86.7,1,No,0.0,0
C0001802,Male,0,Yes,No,30,Yes,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),52.87,1651.47,0,0,63.7,1,No,0.0,0
C0001803,Female,0,No,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.0,942.17,0,2,0.0,2,No,0.0,0
C0001804,Male,0,No,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,560.82,1,1,0.0,2,Yes,7.5,0
C0001805,Male,0,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),18.0,45.1,1,0,0.0,0,No,0.0,0
C0001806,Male,0,No,Yes,56,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,73.4,4108.15,1,0,24.9,0,Yes,19.1,0
C0001807,Female,0,No,No,34,No,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,92.97,3172.49,0,0,181.0,0,No,0.0,0
C0001808,Female,0,No,No,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,23.94,1010.1,1,0,0.0,1,Yes,19.6,1
C0001809,Female,1,Yes,No,0,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,68.11,13.6,1,1,59.5,0,No,0.0,0
C0001810,Female,0,Yes,No,3,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),108.73,288.44,1,0,244.9,0,No,0.0,0
C0001811,Female,0,No,No,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.35,1097.75,0,0,0.0,1,No,0.0,0
C0001812,Female,0,Yes,Yes,11,Yes,No,DSL,No,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),60.79,652.62,1,0,12.6,0,No,0.0,0
C0001813,Male,0,Yes,No,24,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,No,Bank transfer (automatic),85.15,2046.24,0,0,195.1,0,No,0.0,0
C0001814,Female,0,Yes,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.92,239.28,0,0,0.0,0,No,0.0,0
C0001815,Male,0,No,Yes,6,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),124.15,787.01,1,0,70.2,0,No,0.0,0
C0001816,Male,0,Yes,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,22.84,413.94,0,0,0.0,2,No,0.0,0
C0001817,Male,0,No,No,12,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),64.26,761.46,0,0,204.6,1,Yes,14.2,1
C0001818,Female,0,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,23.24,127.6,0,0,0.0,1,No,0.0,0
C0001819,Male,1,No,Yes,2,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),83.89,189.57,1,1,154.3,1,No,0.0,1
C0001820,Male,0,Yes,Yes,31,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),71.78,2266.9,0,0,51.3,0,No,0.0,0
C0001821,Male,0,Yes,Yes,37,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),89.43,3284.75,0,2,113.0,1,No,0.0,0
C0001822,Male,0,Yes,No,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,30.62,1944.46,1,1,0.0,1,No,0.0,0
C0001823,Male,0,No,No,1,Yes,Yes,DSL,No,No,No,Yes,No,No,Two year,No,Mailed check,90.91,106.65,0,0,37.6,1,No,0.0,0
C0001824,Male,0,Yes,Yes,2,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),50.02,136.76,0,0,25.8,0,No,0.0,0
C0001825,Male,1,No,No,63,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),72.97,4583.12,0,0,215.7,0,Yes,12.6,0
C0001826,Female,0,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),70.02,4578.71,0,1,198.4,1,No,0.0,0
C0001827,Male,0,No,Yes,71,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,29.56,2091.36,0,0,0.0,0,No,0.0,0
C0001828,Female,0,Yes,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.94,1089.48,0,1,0.0,0,No,0.0,1
C0001829,Male,0,No,No,43,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),62.77,2679.47,1,0,27.6,0,No,0.0,0
C0001830,Male,0,No,Yes,43,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,72.28,3109.41,0,0,33.0,0,No,0.0,0
C0001831,Female,1,No,No,39,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),95.79,3754.14,0,1,,1,No,0.0,0
C0001832,Male,0,No,Yes,5,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,No,Mailed check,66.21,339.3,0,0,43.4,0,No,0.0,0
C0001833,Female,0,No,No,33,Yes,No,DSL,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),69.12,2272.07,0,1,52.4,0,No,0.0,0
C0001834,Female,0,Yes,No,34,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Electronic check,95.27,3231.52,1,1,156.8,0,Yes,13.5,0
C0001835,Female,0,Yes,Yes,24,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,No,Electronic check,66.33,1555.33,0,0,24.9,1,No,0.0,0
C0001836,Female,0,Yes,Yes,11,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Electronic check,73.74,757.3,0,1,160.2,0,No,0.0,0
C0001837,Female,0,Yes,Yes,64,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),70.85,4500.67,0,0,37.3,0,No,0.0,0
C0001838,Female,0,No,No,8,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),71.95,534.91,1,0,181.4,1,No,0.0,0
C0001839,Male,0,No,No,71,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),100.7,7198.55,0,0,165.3,0,No,0.0,0
C0001840,Male,0,No,No,35,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),62.86,2213.82,0,0,35.3,0,No,0.0,0
C0001841,Female,1,No,No,26,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Mailed check,73.75,1942.49,0,0,127.0,0,Yes,14.1,1
C0001842,Male,0,Yes,Yes,5,No,No phone service,DSL,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),64.65,333.48,0,1,38.3,1,Yes,18.8,0
C0001843,Female,0,Yes,Yes,37,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,82.44,3034.25,1,1,139.4,0,Yes,12.5,0
C0001844,Male,0,Yes,No,27,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,74.27,1995.69,1,0,42.4,2,No,0.0,0
C0001845,Female,0,Yes,Yes,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,25.72,870.5,0,0,0.0,0,No,0.0,0
C0001846,Male,0,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),18.0,359.53,0,0,0.0,1,Yes,13.2,0
C0001847,Female,0,Yes,Yes,52,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),76.7,3966.04,2,0,104.2,0,Yes,14.6,0
C0001848,Male,0,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,287.48,0,1,0.0,1,No,0.0,0
C0001849,Female,0,Yes,Yes,14,No,No phone service,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),97.48,1383.16,0,0,242.0,0,No,0.0,1
C0001850,Male,0,No,Yes,15,Yes,No,DSL,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),73.8,1099.76,1,0,32.3,0,No,0.0,0
C0001851,Female,0,No,No,9,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),55.03,530.78,1,0,57.0,0,Yes,11.7,0
C0001852,Male,0,No,Yes,68,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),73.06,5002.27,0,1,129.9,0,Yes,8.7,0
C0001853,Male,0,No,No,59,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Mailed check,92.97,5541.71,0,0,,1,No,0.0,0
C0001854,Male,0,No,Yes,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,22.35,1599.12,0,0,0.0,0,No,0.0,0
C0001855,Male,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),24.26,155.15,1,0,0.0,0,No,0.0,0
C0001856,Male,0,Yes,No,21,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,105.12,2204.49,1,2,204.0,0,No,0.0,0
C0001857,Female,0,Yes,Yes,48,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),77.91,3723.82,0,0,206.8,0,No,0.0,1
C0001858,Female,0,No,Yes,68,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),58.59,4020.97,2,0,25.7,0,No,0.0,0
C0001859,Female,1,No,Yes,16,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),73.81,1151.64,0,0,36.4,0,No,0.0,0
C0001860,Female,0,Yes,No,59,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),46.65,2751.48,0,0,27.4,0,No,0.0,0
C0001861,Male,0,No,No,0,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,74.39,2.88,0,2,244.0,0,No,0.0,1
C0001862,Male,0,Yes,No,5,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,94.39,472.79,0,1,39.9,0,No,0.0,0
C0001863,Male,0,No,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.0,22.17,1,0,0.0,0,No,0.0,0
C0001864,Male,0,No,Yes,62,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,18.0,1115.21,0,1,0.0,1,No,0.0,0
C0001865,Male,0,No,Yes,40,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,63.18,2520.02,0,0,35.2,0,No,0.0,0
C0001866,Male,0,No,No,30,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,76.31,2323.84,0,0,156.0,0,Yes,28.1,0
C0001867,Male,0,Yes,Yes,47,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,83.2,3943.72,0,0,137.9,0,No,0.0,0
C0001868,Female,0,Yes,No,2,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,104.39,183.94,2,0,144.8,0,No,0.0,1
C0001869,Male,0,No,Yes,55,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),76.8,4255.96,1,1,205.6,0,No,0.0,0
C0001870,Male,0,Yes,No,49,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Electronic check,88.86,4333.13,1,1,231.5,1,No,0.0,0
C0001871,Female,0,No,No,56,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,No,Electronic check,82.45,4602.19,0,1,116.8,1,No,0.0,0
C0001872,Female,0,No,No,59,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),65.97,3894.55,1,0,39.4,0,Yes,15.7,0
C0001873,Male,0,Yes,Yes,2,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,65.61,149.05,0,0,44.4,1,No,0.0,0
C0001874,Male,0,Yes,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),26.52,628.32,0,0,0.0,0,No,0.0,0
C0001875,Male,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),22.97,130.32,0,0,0.0,0,Yes,11.8,0
C0001876,Male,0,No,Yes,13,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),88.57,1143.32,0,0,166.8,0,No,0.0,0
C0001877,Female,0,No,Yes,6,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,55.18,312.73,0,1,35.5,1,No,0.0,0
C0001878,Female,0,No,No,36,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,100.5,3584.74,0,0,164.8,0,No,0.0,0
C0001879,Male,1,Yes,No,11,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),72.39,806.79,0,1,154.0,0,Yes,6.4,0
C0001880,Male,1,No,No,6,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),69.84,444.84,2,1,68.5,0,No,0.0,1
C0001881,Male,0,Yes,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.19,30.49,0,0,52.8,0,No,0.0,0
C0001882,Male,0,No,No,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.0,1190.83,0,0,0.0,0,No,0.0,0
C0001883,Female,0,No,No,9,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,23.55,183.08,0,0,0.0,3,No,0.0,0
C0001884,Male,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.0,175.12,0,1,0.0,0,No,0.0,0
C0001885,Female,0,No,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,22.13,833.17,0,0,0.0,0,Yes,25.2,0
C0001886,Female,0,Yes,No,16,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Credit card (automatic),58.59,941.71,0,0,30.6,1,No,0.0,0
C0001887,Female,0,Yes,No,55,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),72.96,3969.02,0,0,29.6,3,Yes,3.6,0
C0001888,Female,0,Yes,No,14,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,82.84,1156.29,0,1,93.2,0,Yes,13.3,0
C0001889,Male,0,Yes,No,35,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,110.39,3810.54,0,0,96.3,1,No,0.0,1
C0001890,Female,0,No,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,32.09,1546.55,0,0,0.0,0,No,0.0,0
C0001891,Female,0,Yes,No,4,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,59.8,263.38,0,0,41.4,1,Yes,21.9,0
C0001892,Male,1,Yes,Yes,61,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,64.92,3894.08,1,0,42.6,0,Yes,11.8,0
C0001893,Male,0,Yes,Yes,60,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),83.97,4989.22,0,0,157.7,0,No,0.0,0
C0001894,Female,0,No,No,34,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,85.5,2884.2,0,1,180.0,1,No,0.0,0
C0001895,Female,0,No,Yes,9,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,78.94,691.28,0,0,96.0,0,No,0.0,1
C0001896,Female,0,Yes,Yes,19,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,89.4,1698.1,1,0,164.6,0,No,0.0,0
C0001897,Male,0,No,No,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,23.74,498.92,0,0,0.0,0,Yes,15.5,0
C0001898,Female,0,No,No,40,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),107.64,4308.37,2,0,87.8,0,Yes,13.1,0
C0001899,Female,1,No,No,31,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),59.61,,0,0,38.3,0,No,0.0,0
C0001900,Female,0,No,No,26,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,70.78,1746.43,1,0,109.3,1,No,0.0,0
C0001901,Male,0,No,No,50,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),87.55,4412.11,1,0,156.8,1,No,0.0,0
C0001902,Female,0,Yes,No,62,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,85.05,5261.82,0,1,112.9,2,Yes,10.9,1
C0001903,Male,1,Yes,Yes,46,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),84.85,3930.8,0,0,303.1,0,No,0.0,0
C0001904,Female,0,No,No,31,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,78.7,2443.46,0,1,181.0,0,No,0.0,0
C0001905,Male,1,No,No,12,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,66.96,795.74,0,0,42.0,2,No,0.0,0
C0001906,Female,0,Yes,Yes,32,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Mailed check,69.37,2201.41,0,0,164.8,0,No,0.0,0
C0001907,Female,0,No,No,46,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),103.0,4751.1,1,3,142.6,0,No,0.0,0
C0001908,Female,0,No,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.65,178.61,1,0,0.0,0,Yes,14.2,0
C0001909,Male,0,No,Yes,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,22.41,1082.21,0,1,0.0,1,No,0.0,1
C0001910,Male,0,No,No,11,Yes,No,DSL,No,No,Yes,No,No,No,One year,No,Bank transfer (automatic),65.05,728.89,1,1,36.0,0,No,0.0,0
C0001911,Female,1,Yes,No,36,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),80.95,2912.31,1,1,29.1,1,No,0.0,0
C0001912,Female,0,No,No,48,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,89.74,4331.07,0,0,111.3,0,No,0.0,0
C0001913,Male,0,Yes,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,No,Electronic check,85.96,665.0,0,1,94.6,0,No,0.0,0
C0001914,Male,1,No,Yes,68,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),57.79,3957.75,0,1,18.7,0,No,0.0,0
C0001915,Female,1,Yes,No,66,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,No,Mailed check,93.3,6125.61,1,1,227.3,0,No,0.0,0
C0001916,Female,1,Yes,Yes,39,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,40.39,1597.36,0,0,34.4,0,No,0.0,0
C0001917,Male,1,No,No,9,Yes,No,DSL,Yes,No,No,No,No,No,One year,No,Electronic check,58.25,551.48,1,0,43.4,0,Yes,19.7,0
C0001918,Male,0,Yes,Yes,55,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),114.53,6304.36,0,2,155.6,0,No,0.0,0
C0001919,Male,1,No,No,64,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),78.32,5019.58,1,0,40.2,0,No,0.0,0
C0001920,Male,0,Yes,Yes,14,Yes,No,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),60.3,850.94,0,0,32.4,0,No,0.0,0
C0001921,Male,0,Yes,No,5,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),114.89,564.75,1,2,136.2,0,No,0.0,0
C0001922,Female,0,No,Yes,53,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),65.02,3426.69,0,1,37.8,0,No,0.0,0
C0001923,Female,0,No,Yes,23,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Mailed check,119.43,2757.87,0,0,136.9,0,No,0.0,0
C0001924,Female,0,Yes,No,61,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),82.93,5058.18,0,0,145.2,1,No,0.0,0
C0001925,Female,1,Yes,No,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.71,995.52,2,1,0.0,0,Yes,17.2,0
C0001926,Female,0,No,No,2,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),81.37,180.27,1,0,99.1,0,Yes,23.0,0
C0001927,Female,0,No,No,7,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Electronic check,98.34,716.78,1,0,171.8,0,Yes,11.0,0
C0001928,Male,0,No,No,21,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),80.34,1677.32,1,1,37.8,0,No,0.0,1
